,Product_name,Product_id,Product_Category,price,Professional_Publication,Region_address,Local_address
982,Laptop Porsche Design Book One,34603110,Ordinateurs portables,13500.0,pro,Grand Casablanca,Casablanca
983,appartement meublé,40007939,Locations de vacances,3500.0,private,Marrakech-Tensift-Al Haouz,Marrakech
984,Samsung A8 plus,40007938,Téléphones,2200.0,private,Grand Casablanca,Casablanca
985,Oled Afficheur iPhone Meilleure Qualité,40007937,Accessoires informatique et gadgets,1000.0,pro,Grand Casablanca,Casablanca
986,Dell Insiron 7391 10th Generation i5 512GB Tactile,40007935,Ordinateurs portables,8000.0,private,Marrakech-Tensift-Al Haouz,Marrakech
988,Paravent Shadow of Nature II,40007933,Meubles et décoration,950.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
989,kia picanto tout option,40007932,Voitures,66000.0,private,Fès-Boulemane,Fès
990,Go Pro Hero 8 Black Neuve Sous Emballage,40007931,Appareils photo et caméras,3800.0,pro,Grand Casablanca,Casablanca
991,pointeuse,40007929,Matériels professionnels,1800.0,pro,Grand Casablanca,Casablanca
992,Go Pro Hero 8 Black Neuve Sous Emballage,40007931,Appareils photo et caméras,3800.0,pro,Grand Casablanca,Casablanca
993,pointeuse,40007929,Matériels professionnels,1800.0,pro,Grand Casablanca,Casablanca
995,collagen C,40007926,Produits de beauté,350.0,private,Marrakech-Tensift-Al Haouz,Marrakech
996,Dell Precision T1700-i7-4770-QUADRO K600,40007924,Ordinateurs de bureau,3900.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
997,Google Home Mini Assitant Quasiment Neuve,40007923,Image & son,500.0,pro,Grand Casablanca,Casablanca
998,Nikon Z 7 Mirrorless Digital Camera ( NEW),36419091,Appareils photo et caméras,27999.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1002,HP Z440 Workstation-E5-1630 V3-QUADRO K4000,40007916,Ordinateurs de bureau,9290.0,pro,Grand Casablanca,Casablanca
1005,docker c50 standard,40007912,Motos,6400.0,private,Grand Casablanca,Casablanca
1006,renault 19,40007908,Voitures,39000.0,private,Chaouia-Ouardigha,Khouribga
1007,Tableau Shadow of Nature Réf ild71,40007907,Meubles et décoration,300.0,pro,Grand Casablanca,Casablanca
1009,M2 PCIe NVMe1TB SSD Neuve Samsung Jamais Utilisée,40007905,Accessoires informatique et gadgets,1000.0,pro,Grand Casablanca,Casablanca
1012,free fire,40007898,Jeux vidéo et consoles,70.0,private,Taza-Al Hoceima-Taounate,Houara Oulad Raho
1013,kia pikanto,40007897,Voitures,48000.0,private,Souss-Massa-Drâa,Agadir
1014,pc gamer,40007896,Ordinateurs portables,2000.0,private,Grand Casablanca,Casablanca
1015,Carte psn(playstation store) france 50 euros,40007895,Jeux vidéo et consoles,500.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1016,HP Z230 Workstation-16 Go DDR3 ECC-2060 8 Go,40007894,Ordinateurs de bureau,7750.0,pro,Tanger-Tétouan,Tanger
1017,Afficheur Samsung Galaxy Note 8,40007892,Accessoires informatique et gadgets,1999.0,pro,Grand Casablanca,Casablanca
1019,Original Cértifié Afficheur iPhone X,40007888,Accessoires informatique et gadgets,2000.0,pro,Grand Casablanca,Casablanca
1023,faac Automatisme pour portes coulissantes vetrie,37692272,Matériels professionnels,16000.0,pro,Meknès-Tafilalet,Meknès
1024,appartement marrakech gueliz,38794822,Locations de vacances,250.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1025,Samsung J7 core 32g,40007884,Téléphones,950.0,private,DoukkalaAbda,El Jadida
1027,Casque Sans fil Sennheiser PXC-550 Neuf Perfect,40007882,Image & son,1300.0,pro,Grand Casablanca,Casablanca
1029,VW TOURAN 2.0 TDI BVA 7PLACES TTOPTIONS DOUANE2019,39852556,Voitures,294000.0,pro,Tanger-Tétouan,Tanger
1030,Afficheur Samsung Galaxy J5 Pro,40007878,Accessoires informatique et gadgets,600.0,pro,Grand Casablanca,Casablanca
1031,HYUNDAI H1 2.5 DIESEL 8PLACES AUTOMATIQUE,39852555,Voitures,279000.0,pro,Tanger-Tétouan,Tanger
1032,OPEL ASTRA ENJOY 1.6 CDTI 6CV 13000KM 1ERE MAIN,39852552,Voitures,164000.0,pro,Tanger-Tétouan,Tanger
1033,Chamber a coucher,38991735,Meubles et décoration,4000.0,pro,Tanger-Tétouan,Tanger
1034,Salle a manger,39046669,Meubles et décoration,1050.0,pro,Tanger-Tétouan,Tanger
1035,Lenovo 15.6-inch ThinkPad L590 Laptop 20 units NEW,38663181,Ordinateurs portables,6900.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1036,Chamber a coucher,37617559,Meubles et décoration,5000.0,pro,Tanger-Tétouan,Tanger
1037,Le lit Une place seul,39180507,Meubles et décoration,1000.0,pro,Tanger-Tétouan,Tanger
1038,Paravent Mystery Marble II,39972563,Meubles et décoration,950.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1039,Paravent Modern Lounge By the Sea II,39972543,Meubles et décoration,950.0,pro,Tanger-Tétouan,Tétouan
1040,Chamber a coucher,34489762,Meubles et décoration,5600.0,pro,Tanger-Tétouan,Tanger
1041,Paravent Metal Gates II,39972537,Meubles et décoration,950.0,pro,Guelmim-Es Semara,Guelmim
1042,LENOVO LEGION 740 17-Inch Neuf RTX2080 144hz,39866390,Ordinateurs portables,19800.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1043,Sala manager 4,38161110,Meubles et décoration,1450.0,pro,Tanger-Tétouan,Tanger
1044,Chamber a coucher Fini,38173537,Meubles et décoration,7000.0,pro,Tanger-Tétouan,Tanger
1045,Armoir,38178280,Meubles et décoration,2000.0,pro,Tanger-Tétouan,Tanger
1046,Matelat medicale,37617560,Meubles et décoration,2000.0,pro,Tanger-Tétouan,Tanger
1047,Chamber a coucher 01,37617774,Meubles et décoration,2600.0,pro,Tanger-Tétouan,Tanger
1048,Salon bable,38173492,Meubles et décoration,7900.0,pro,Tanger-Tétouan,Tanger
1049,Salle a manger,30894828,Meubles et décoration,2500.0,pro,Tanger-Tétouan,Tanger
1050,Le lit 90/190,32107396,Meubles et décoration,800.0,pro,Tanger-Tétouan,Tanger
1051,Salon  MIRAGE,37617804,Meubles et décoration,3500.0,pro,Tanger-Tétouan,Tanger
1052,salon L panso,39977154,Meubles et décoration,7500.0,pro,Grand Casablanca,Casablanca
1056,Goyavier,38689953,Jardin et outils de bricolage,50.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1057,Casque Sennheiser PXC-550 Neuf Jamais Servis,40007876,Image & son,1300.0,pro,Grand Casablanca,Casablanca
1058,Afficheur Samsung Galaxy J5 Pro Original,40007875,Accessoires informatique et gadgets,650.0,pro,Grand Casablanca,Casablanca
1059,HP Z620 Workstation-E5-2640 v2-GTX 1060 6 Go,40007874,Ordinateurs de bureau,13400.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1060,appartement 85m2 anfa,39584208,Appartements,7543.0,private,Grand Casablanca,Casablanca
1063,Dell Precision T3600 Workstation,40007870,Ordinateurs de bureau,3390.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1064,VW TIGUAN 2.0 TDi 177ch R-Line,39879478,Voitures,275000.0,pro,Tanger-Tétouan,Tanger
1065,FORD KUGA 2.0 TDCI 150 4X2 TREND,39880916,Voitures,145000.0,pro,Tanger-Tétouan,Tanger
1066,Casque JBL RAAGA S500AR Neuf Jamais utiliser,40007867,Image & son,800.0,pro,Grand Casablanca,Casablanca
1067,Kia Picanto 1.0L 67 BVA,39808658,Voitures,79000.0,pro,Tanger-Tétouan,Tanger
1068,rideaux métallique sur mesures,38398542,Matériels professionnels,500.0,pro,Grand Casablanca,Casablanca
1069,kia  picanto,40007866,Voitures,66000.0,private,Fès-Boulemane,Fès
1070,Citroën C5 diesel 2.0L 8cv,38192809,Voitures,82000.0,pro,Tanger-Tétouan,Tanger
1071,Paravent Peintures II,40007864,Meubles et décoration,950.0,pro,DoukkalaAbda,El Jadida
1072,Chambre a coucher 140/190,35831263,Meubles et décoration,2400.0,pro,Grand Casablanca,Casablanca
1073,Rideaux mettalique,38347119,Matériels professionnels,500.0,pro,Grand Casablanca,Casablanca
1074,Hyundai Elantra inventive Diesel,40007863,Voitures,165000.0,pro,Grand Casablanca,Casablanca
1075,Yamaha X-Max 400 ABS -TCS,39913575,Motos,78000.0,pro,Tanger-Tétouan,Tanger
1076,tandouz HTC,40007861,Produits de beauté,110.0,private,Grand Casablanca,Casablanca
1077,Lit 140/190 Disponibl,35844318,Meubles et décoration,2400.0,pro,Grand Casablanca,Casablanca
1078,Huawei P30 128Go,40007859,Téléphones,3400.0,private,Grand Casablanca,Casablanca
1080,siamois chat mal et femal,40007855,Animaux,850.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1081,iPhone 5 normal,40007854,Téléphones,550.0,private,Gharb-Chrarda-Beni Hssen,Kénitra
1082,Cadre moderne La formule magique,40007853,Meubles et décoration,300.0,pro,Laâyoune-Boujdour-Sakia El Hamra,Laâyoune
1083,GAMDIAS HERMES P3-RGB Mechanical Gaming,40007851,Accessoires informatique et gadgets,690.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
1085,Afficheur iPhone 7 Original,40007849,Accessoires informatique et gadgets,700.0,pro,Grand Casablanca,Casablanca
1086,Airpods pro,40007847,Image & son,800.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1088,Lit un seul place 90/190 En Stoook,36525601,Meubles et décoration,700.0,pro,Grand Casablanca,Casablanca
1089,BATTERIE SOLAIRE 100AH 12V,40007845,Matériels professionnels,2200.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1091,DELL OPTIPLEX 9020 DESCKTOP G3240,40007842,Ordinateurs de bureau,990.0,pro,Souss-Massa-Drâa,Agadir
1092,Carte Mère MSI H110M PRO-VD,40007841,Accessoires informatique et gadgets,949.0,pro,Tanger-Tétouan,Tanger
1093,Original Afficheur iPhone   garantie,40007840,Accessoires informatique et gadgets,450.0,pro,Grand Casablanca,Casablanca
1094,GAMEMAX G200 Headset Gaming,40007839,Ordinateurs de bureau,440.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1095,kankoo dic,40007838,Voitures,87000.0,private,Rabat-Salé-Zemmour-Zaër,Tifelt
1096,Honor 8 Neuf,40007837,Téléphones,1300.0,private,Souss-Massa-Drâa,Ouarzazate
1097,samsung j3 6,40007836,Téléphones,700.0,private,Grand Casablanca,Casablanca
1098,Paravent Formule Magique II,40007835,Meubles et décoration,950.0,pro,Tanger-Tétouan,Tétouan
1099,iPhone Xs 64Gb,40007834,Téléphones,5900.0,private,Grand Casablanca,Casablanca
1101,ps4,40007832,Jeux vidéo et consoles,3500.0,private,Grand Casablanca,Casablanca
1103,ps4,40007832,Jeux vidéo et consoles,3500.0,private,Grand Casablanca,Casablanca
1104,scooter MBK,40007830,Motos,10000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1108,Dell Precision T7910 Workstation,40007824,Ordinateurs de bureau,27600.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1109,Lenovo ThinkCentre M92p DESCKTOP,40007823,Ordinateurs de bureau,1190.0,pro,Souss-Massa-Drâa,Ouarzazate
1110,HP PRODESK 400 G3 MINI G4400T,40007822,Ordinateurs de bureau,2790.0,pro,Grand Casablanca,Casablanca
1111,AFFICHEUR iPhone X Best Qualiy,40007821,Accessoires informatique et gadgets,1200.0,pro,Grand Casablanca,Casablanca
1112,Chambre a coucher,36337846,Meubles et décoration,2400.0,pro,Grand Casablanca,Casablanca
1113,LENOVO THINKCENTER M800 MINI TOUR,40007819,Ordinateurs de bureau,2190.0,pro,Grand Casablanca,Casablanca
1114,Clavier Imac Sans Fil Qwerty Parfait Etat,40007818,Accessoires informatique et gadgets,500.0,pro,Grand Casablanca,Casablanca
1116,Salon,39613839,Meubles et décoration,12000.0,private,Rabat-Salé-Zemmour-Zaër,Sala Al-Jadida
1117,seat Léon,40007815,Voitures,103000.0,private,Tanger-Tétouan,Tanger
1118,Afficheur iPhone 6 Plus Original,40007814,Accessoires informatique et gadgets,450.0,pro,Grand Casablanca,Casablanca
1119,Disques Durs Externe 1000Go 320Go HDD TBE,40007813,Ordinateurs portables,300.0,pro,Grand Casablanca,Casablanca
1121,TP LINK Point d'accès tl wr845 300 Mbps,38276742,Accessoires informatique et gadgets,390.0,pro,Fès-Boulemane,Fès
1123,Asus pentuim qaud cor 2018 Nvidia MX 130 3d,39828881,Ordinateurs portables,3500.0,pro,Grand Casablanca,Casablanca
1124,Original Cértifié Afficheur iPhone X,40007807,Accessoires informatique et gadgets,2000.0,pro,Grand Casablanca,Casablanca
1126,DL E20 XC MINI TOUR C2D E7300,40007805,Ordinateurs de bureau,890.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1127,LENOVO THINKCENTER M800 MINI TOUR,40007804,Ordinateurs de bureau,2190.0,pro,Oriental,Oujda
1128,Tableau Empire de L'or,40007803,Meubles et décoration,300.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1130,Tendeuse htc,40007801,Produits de beauté,120.0,private,Grand Casablanca,Casablanca
1131,psp,40007800,Jeux vidéo et consoles,400.0,private,Oriental,Berkane
1134,Compte Fortnite 66 skins,40007797,Jeux vidéo et consoles,800.0,private,Souss-Massa-Drâa,Agadir
1135,RedMi note 7 neuf,40007796,Téléphones,1600.0,private,Grand Casablanca,Casablanca
1137,Siamois,40007794,Animaux,500.0,private,Grand Casablanca,Mohammedia
1139,BATTERIE 150AH 12V,40007792,Matériels professionnels,3300.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1140,Afficheur Samsung j2 2015 très bonne qualité,40007791,Accessoires informatique et gadgets,300.0,pro,Grand Casablanca,Casablanca
1141,ecran Iphone X Original,40007790,Accessoires informatique et gadgets,1850.0,pro,Grand Casablanca,Casablanca
1142,Vélo VTT GT 29Pouces Larges Alluminuim TBE,40007787,Vélos,3000.0,pro,Grand Casablanca,Casablanca
1146,Dell Precision T7910 Workstation,40007783,Ordinateurs de bureau,27600.0,pro,Grand Casablanca,Casablanca
1148,HP PRODESK 600 G2 MINI TOUR PENTIUM G4400,40007781,Ordinateurs de bureau,1490.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1150,Afficheur Oppo F5,39088826,Accessoires informatique et gadgets,350.0,pro,Grand Casablanca,Casablanca
1151,Paravent Empire de l'or II à Mhannech,40007779,Meubles et décoration,950.0,pro,Tanger-Tétouan,Tétouan
1152,ACER GATEWAY DT71 MINI TOUR i5-2400,40007778,Ordinateurs de bureau,1440.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1153,Original Afficheur Samsung j2 Pro j250F,40007777,Accessoires informatique et gadgets,500.0,pro,Grand Casablanca,Casablanca
1154,AUDI Q5 2.0 TDI 177 QUATTRO S TRONIC FULL DOUANE16,39852246,Voitures,298000.0,pro,Tanger-Tétouan,Tanger
1155,Oled Afficheur iPhone Meilleure Qualité,40007776,Accessoires informatique et gadgets,1000.0,pro,Grand Casablanca,Casablanca
1157,ACER VERITON M6610G MINI TOUR,40007774,Ordinateurs de bureau,1440.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1159,Vélo VTT SPECIALIZED M ALLuminuim Doubles Freins,40007772,Vélos,2000.0,pro,Grand Casablanca,Casablanca
1160,Tapis sport art martiaux 1M/1M /20MM,20363656,Sports et loisirs,130.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1161,HP Z620 Workstation-E5-2640 v2-GTX 1060 6 Go,40007770,Ordinateurs de bureau,13400.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1163,appartement a vendre,40007768,Appartements,350000.0,private,Souss-Massa-Drâa,Agadir
1164,Dell Precision T3600 Workstation,40007767,Ordinateurs de bureau,3390.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1166,Routeur Libre 4G/LTE - wifi 1750MBS-Livebox HA35,40007763,Accessoires informatique et gadgets,990.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1168,Routeur Libre 4G/LTE -Huawei B612- wifi 300MBS,40007761,Accessoires informatique et gadgets,790.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1169,Routeur puissant -ADSL-Wifi JAZZTEL VR3032u,40007760,Accessoires informatique et gadgets,190.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1170,Routeur Sercom BRA14NR Configuré avec Maroc Telec,40007759,Accessoires informatique et gadgets,190.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1171,Routeur VDSL/4G/FO SERCOM H500-s-Wifi- puissant,40007758,Accessoires informatique et gadgets,370.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1172,Mk270 Logitech,40007757,Accessoires informatique et gadgets,330.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1173,google pixel 3 64go,40007756,Téléphones,2500.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1174,Afficheur j7 Pro 2017 Original,40007755,Accessoires informatique et gadgets,700.0,pro,Grand Casablanca,Casablanca
1175,Modem 4G bonne eta,40007753,Accessoires informatique et gadgets,250.0,private,Rabat-Salé-Zemmour-Zaër,Salé
1176,Manette ps4 en bon etat,40007752,Jeux vidéo et consoles,500.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1178,Routeur-ADSL-puissant déjà configuré IAM/Livebox4,40007750,Accessoires informatique et gadgets,1090.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1179,piaggio ciao si,40007749,Motos,4300.0,private,Meknès-Tafilalet,Meknès
1181,machine a laver,40007747,Electroménager et vaisselles,1600.0,private,Oriental,Oujda
1184,guitare électrique,40007742,Instruments de musique,1200.0,private,Oriental,Oujda
1187,A6 plus,40007738,Téléphones,1250.0,private,Gharb-Chrarda-Beni Hssen,Kénitra
1188,Phares Devant Audi Originaux A1 2013 TBE,40007736,Pièces et accessoires pour véhicules,1500.0,pro,Grand Casablanca,Casablanca
1189,Afficheur Samsung M10 A10 J4 Plus j6 Plus,40007735,Accessoires informatique et gadgets,450.0,pro,Grand Casablanca,Casablanca
1190,ASUS ZenBook Ux330,39599192,Ordinateurs portables,5800.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1191,Dell Precision T5810 Workstation,40007734,Ordinateurs de bureau,14700.0,pro,Souss-Massa-Drâa,Agadir
1192,MACBOOK PRO 15-inch 2019 TouchBar I9 Up To 4.8GHz,38892903,Ordinateurs portables,25900.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1195,Paravent Pyramid II Réf nZDbj,40007731,Meubles et décoration,950.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1196,MacBooK (Retina  15-inch  Late 2013),39371435,Ordinateurs portables,6500.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1197,HP Z230 Workstation-16 Go DDR3 ECC-2060 8 Go,40007726,Ordinateurs de bureau,7750.0,pro,Grand Casablanca,Casablanca
1198,Lenovo e31-80 80mx,39360827,Ordinateurs portables,3500.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1199,Iphone 8,40007725,Téléphones,3000.0,private,Tanger-Tétouan,Tanger
1200,Machine d'emballage et  pesage,40007724,Matériels professionnels,40000.0,private,Grand Casablanca,Casablanca
1201,LENOVO THINKCENTRE M73 MINI PC TINY,40007723,Ordinateurs de bureau,1250.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1205,Maison et villa en Vente à Tétouan,40007718,Maisons et villas,40000.0,private,Tanger-Tétouan,Tétouan
1206,UMI super,40007717,Téléphones,900.0,private,Grand Casablanca,Casablanca
1207,Boitier Pc Gamer GameMax Draco W902,40007716,Ordinateurs de bureau,1440.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1208,HP PRODESK 600 G2 MINI TOUR PENTIUM G4400,40007715,Téléphones,1490.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1209,Swatch Rose Mauve Neuve Femme Original,40007714,Montres et bijoux,500.0,pro,Grand Casablanca,Casablanca
1212,Peugeot 208 pack édition Diesel,40007711,Voitures,119000.0,pro,Grand Casablanca,Casablanca
1214,Peugeot 208 pack édition Diesel,40007711,Voitures,119000.0,pro,Grand Casablanca,Casablanca
1215,1tb Hp 8th I7 specter -16ram Réf 6g7tE,40007710,Ordinateurs portables,7500.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1216,HP Z440 Workstation-E5-1630 V3-QUADRO K4000,40007709,Ordinateurs de bureau,9290.0,pro,Souss-Massa-Drâa,Agadir
1217,Tv LG Full HD led 43 pouce,40007708,Télévisions,2300.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1218,Iphone X 64Gb,40007707,Téléphones,4700.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1219,tapis a vendre,40007706,Meubles et décoration,1000.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1220,Sony pmw 300 à Tanger,40007705,Appareils photo et caméras,30000.0,pro,Tanger-Tétouan,Tanger
1221,Swatch Flik-Flak Enfants Neuve Original,40007704,Montres et bijoux,300.0,pro,Grand Casablanca,Casablanca
1222,Jantes 17 volkswagen golf,40007703,Pièces et accessoires pour véhicules,5500.0,private,Grand Casablanca,Casablanca
1224,Asus Core i7,40007701,Ordinateurs portables,5500.0,private,Tanger-Tétouan,Tanger
1225,papier adhesf,40007700,Meubles et décoration,50.0,private,Grand Casablanca,Casablanca
1226,a5 2017,40007699,Téléphones,1800.0,private,Rabat-Salé-Zemmour-Zaër,Salé
1227,Boitier Pc Gamer RAIDMAX Monster II SE ATX-A08TW,40007697,Ordinateurs de bureau,1390.0,pro,Oued Ed-Dahab-Lagouira,Dakhla
1228,Anti-perte Bracelet,40007696,Equipements pour enfant et bébé,79.0,pro,Grand Casablanca,Casablanca
1229,Lenovo Thinkpad T540P i7 15P 8Go 500Go HDD FullHD,40007694,Ordinateurs portables,3300.0,pro,Grand Casablanca,Casablanca
1230,Asus Zenbook 13P i7 6TH 8Go 500Go Full HD Touch,40007693,Ordinateurs portables,4000.0,pro,Grand Casablanca,Casablanca
1231,Dell Precision T1700-i7-4770-QUADRO K600,40007692,Ordinateurs de bureau,3900.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1232,clio 3,40007691,Voitures,68000.0,private,Oriental,Oujda
1233,GAMEMAX i5-9400F 8 Go 1 To GTX 1650,40007690,Ordinateurs de bureau,7999.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1234,Boitier Pc Gamer RAIDMAX ZETA RGB,40007689,Ordinateurs de bureau,1240.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1235,tp link,40007688,Accessoires informatique et gadgets,250.0,private,Souss-Massa-Drâa,Agadir
1237,audi A6  Essence automatique,39775165,Voitures,75000.0,private,Gharb-Chrarda-Beni Hssen,Kénitra
1238,Vtt Bulls 27.5,40007685,Vélos,2900.0,private,Souss-Massa-Drâa,Agadir
1239,mazda 6,40007684,Voitures,38000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1240,IMac 21.5 27-Inch,39358328,Ordinateurs de bureau,4200.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1241,calopssite,40007683,Animaux,900.0,private,Grand Casablanca,Casablanca
1243,Peugeot 205,40007679,Voitures,32000.0,private,Souss-Massa-Drâa,Tiznit
1244,Samsung j4 plus,40007678,Téléphones,1400.0,private,Grand Casablanca,Casablanca
1245,ASUS ZENBOOK UX430UNR I7 8th gen Nvidia mx150,39844206,Ordinateurs portables,7800.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1247,GAMER-STATION GIGABYTE-Z97X (Remis à Neuf),40007676,Ordinateurs de bureau,6390.0,pro,Souss-Massa-Drâa,Ouarzazate
1249,beker 13,40007674,Motos,9000.0,private,Fès-Boulemane,Fès
1250,Lenovo 11E 11P Celeron 4Go 64Go SSD HD TBE,40007673,Ordinateurs portables,1000.0,pro,Grand Casablanca,Casablanca
1251,Boitier Pc Gamer Spirit of Gamer Deathmatch 5,40007672,Ordinateurs de bureau,699.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1252,appartement a louer résidence les palmeraies,39256234,Appartements,2000.0,private,Chaouia-Ouardigha,Settat
1253,Afficheur Samsung Galaxy A10/M10 Original,40007671,Accessoires informatique et gadgets,450.0,pro,Grand Casablanca,Casablanca
1255,Gaming-Station NightBlade MI2 Gaming PC,40007669,Ordinateurs de bureau,6750.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1256,Pack solaire OnGrid 5kW 3PH,39967119,Matériels professionnels,55000.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1258,ASUS ZENBOOK FLIP UX360 QHD Plus,39844643,Ordinateurs portables,6900.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1259,HP Omen i7 15P 8TH 16Go 128Go 1TB GTX 1060 3GO,40007666,Ordinateurs portables,11500.0,pro,Grand Casablanca,Casablanca
1260,TOSHIBA SATELLITE PRO A50 I7 8th neuf,39866899,Ordinateurs portables,7800.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1261,iphone 5,40007665,Téléphones,500.0,private,Grand Casablanca,Casablanca
1263,réfrigérateur,40007663,Electroménager et vaisselles,1300.0,private,Chaouia-Ouardigha,Settat
1264,Respironics Deutschland,40007662,Autres,3500.0,private,Tanger-Tétouan,Ksar el-Kebir
1265,airox yamaha,40007661,Motos,22000.0,private,Fès-Boulemane,Fès
1266,Vtt Bulls 27.5,40007660,Vélos,2900.0,private,Souss-Massa-Drâa,Agadir
1267,Afficheur iPhone 7 Original,40007659,Accessoires informatique et gadgets,700.0,pro,Grand Casablanca,Casablanca
1268,Royal Posture,40007658,Produits de beauté,129.0,pro,Grand Casablanca,Casablanca
1269,Lenovo Z5s 6g/128gb & doogee n20 4g/64,40007657,Téléphones,1350.0,private,Souss-Massa-Drâa,Taroudant
1270,Carte Mère MSI H110M PRO-VD,40007656,Ordinateurs de bureau,949.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1272,recepteur 3am iptv o 3am d serveur,40007654,Image & son,400.0,private,Tanger-Tétouan,Tanger
1273,T3 Contrôleur Manette de Jeu Bluetooth Sans fil,40007653,Jeux vidéo et consoles,150.0,private,Grand Casablanca,Casablanca
1274,HP Pavilion Gaming i7 8TH 16Go 256Go 1TB GTX1050T,40007652,Ordinateurs portables,9000.0,pro,Grand Casablanca,Casablanca
1275,HP Laptop 15.6-Inch FHD,39506958,Ordinateurs portables,5900.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1277,HP PRODESK 600 G3 DESCKTOP i3-6100,40007648,Ordinateurs de bureau,2750.0,pro,Tanger-Tétouan,Tanger
1278,tendeuse cheveux,40007647,Produits de beauté,249.0,private,Tanger-Tétouan,Tétouan
1279,Boitier Pc Gamer GAMDIAS ARGUS/ M1,40007645,Ordinateurs de bureau,840.0,pro,Souss-Massa-Drâa,Agadir
1280,Swatch Monalisa Le Louvre Unisex Neuve,40007643,Montres et bijoux,300.0,pro,Grand Casablanca,Casablanca
1281,samsung j5 com neuf,40007639,Téléphones,650.0,private,Fès-Boulemane,Fès
1282,Sony a7s ii 10500DH,40007638,Appareils photo et caméras,10500.0,pro,Grand Casablanca,Casablanca
1283,highlande,40007637,Motos,9000.0,private,Fès-Boulemane,Fès
1284,Nokia,40007636,Téléphones,200.0,private,Grand Casablanca,Casablanca
1285,Versace Lady Vanity Neuve Jamais Utiliser,40007635,Montres et bijoux,3000.0,pro,Grand Casablanca,Casablanca
1286,Boitier Pc Gamer GameMax Optical G510 WT,40007634,Ordinateurs de bureau,1020.0,pro,Souss-Massa-Drâa,Agadir
1287,Vélo,40007633,Vélos,1250.0,private,Grand Casablanca,Casablanca
1288,Pc Portable hp 8470p i5,39996313,Ordinateurs portables,2200.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
